country,year,co2,coal_co2,cement_co2,gas_co2,oil_co2,methane,population,gdp,primary_energy_consumption
Belarus,2002,54.583,2.973,1.072,32.0,17.036,15.69,9745932.0,98263247540.214,256.377
Belarus,2003,56.105,2.884,1.342,33.585,16.662,14.43,9679235.0,103937826745.257,255.231
Belarus,2004,59.801,2.728,1.587,36.354,17.38,14.16,9616628.0,114486460020.771,287.478
Belarus,2005,61.127,2.83,1.781,36.976,17.597,13.97,9562083.0,123858050829.917,286.451
Belarus,2006,63.934,2.864,1.899,37.419,19.837,14.66,9516884.0,134674019858.09,304.27
Belarus,2007,63.303,2.813,1.939,37.868,18.755,14.64,9480514.0,144615661347.421,297.124
Belarus,2008,65.439,2.584,2.108,38.635,20.264,15.47,9452855.0,157577090812.02,300.628
Belarus,2009,61.045,2.654,2.099,31.82,22.755,15.63,9433159.0,156010321930.714,285.003
Belarus,2010,62.775,2.906,2.201,39.541,16.436,16.0,9420576.0,166239839799.541,302.611
Belarus,2011,61.629,2.944,2.191,37.374,17.556,15.67,9415316.0,173124540066.738,300.907
Belarus,2012,62.674,3.22,2.389,36.817,18.807,16.53,9417045.0,176014523706.992,325.142
Belarus,2013,63.237,3.211,2.469,36.9,19.349,16.72,9423502.0,177742292865.248,286.736
Belarus,2014,62.609,3.074,2.718,36.596,18.842,17.33,9431742.0,180852937709.508,296.036
Belarus,2015,58.038,2.808,2.218,33.957,17.758,17.75,9439424.0,173928284164.776,269.0
Belarus,2016,59.851,3.171,2.147,33.885,19.615,16.59,9445638.0,168715982371.248,267.562
Belarus,2017,60.116,3.291,1.985,34.649,19.037,16.59,9450233.0,172987871388.857,273.037
Belarus,2018,60.962,3.366,1.839,36.751,17.972,16.59,9452615.0,178435259131.19,291.217
Belarus,2019,61.022,3.392,2.267,36.48,17.89,16.59,9452409.0,178435259131.19,293.78
Belarus,2020,57.445,3.379,2.267,34.006,16.8,16.59,9449321.0,178435259131.19,293.78
Belgium,1991,123.378,40.122,2.88,21.617,56.198,13.32,10039450.0,278661958721.511,648.951
Belgium,1992,122.505,38.118,3.089,22.204,56.634,13.14,10078098.0,283324066798.032,646.58
Belgium,1993,121.439,36.562,3.082,23.212,56.129,12.95,10118684.0,280980173501.27,636.294
Belgium,1994,124.808,38.013,3.179,23.696,57.383,12.98,10155909.0,290439820292.218,671.673
Belgium,1995,125.942,36.955,3.255,26.305,56.747,13.11,10186304.0,297776699844.388,677.57
Belgium,1996,129.48,34.203,3.009,29.213,60.546,12.98,10208265.0,302932633761.499,720.342
Belgium,1997,123.983,31.916,3.162,27.74,58.607,12.78,10223785.0,314603214852.393,726.993
Belgium,1998,130.209,33.214,3.175,30.866,60.326,12.53,10237298.0,321260519222.768,741.607
Belgium,1999,124.701,28.931,3.113,33.035,56.962,12.6,10255161.0,333156121970.135,735.505
Belgium,2000,126.72,31.672,3.27,33.199,55.734,12.12,10282046.0,345736757962.271,752.165
Belgium,2001,126.065,28.29,2.957,32.937,59.057,11.6,10319026.0,349022436249.045,746.062
Belgium,2002,126.865,28.637,2.993,33.256,59.085,11.07,10364879.0,355720197488.479,743.006
Belgium,2003,128.25,27.766,2.933,34.992,59.789,10.4,10419029.0,358964157343.648,771.082
Belgium,2004,128.781,28.252,2.837,34.983,59.764,10.27,10480118.0,372527267100.665,773.696
Belgium,2005,125.641,26.196,2.934,35.641,58.09,10.0,10546885.0,380849786534.744,764.782
Belgium,2006,123.884,25.337,3.112,35.389,57.119,9.86,10619484.0,390897642684.323,766.387
Belgium,2007,120.48,23.158,3.087,35.637,55.793,9.64,10697576.0,404735602125.736,771.037
Belgium,2008,120.181,23.259,3.033,35.69,55.365,9.45,10778764.0,408314880940.463,784.292
Belgium,2009,107.712,15.162,2.795,36.482,51.199,9.37,10859934.0,399533047141.686,732.741
Belgium,2010,114.544,17.526,2.582,40.349,51.809,9.26,10938735.0,412203564605.305,780.145
Belgium,2011,105.026,16.691,2.762,34.575,48.611,9.03,11013860.0,420970548087.6,727.14
Belgium,2012,102.386,15.078,2.643,34.915,47.549,8.84,11085355.0,421100931659.98,698.814
Belgium,2013,102.652,15.332,2.541,35.275,47.311,8.63,11154008.0,421204147844.13,716.79
Belgium,2014,96.868,14.795,2.643,31.007,46.239,8.55,11221225.0,428582866799.36,667.923
Belgium,2015,101.056,14.438,2.348,33.824,48.188,8.54,11287931.0,434918709476.56,677.511
Belgium,2016,99.872,13.544,2.436,34.43,47.309,8.45,11354407.0,439359028797.78,729.817
Belgium,2017,99.448,13.308,2.291,35.093,46.592,8.45,11419752.0,447723819152.864,738.18
Belgium,2018,100.227,13.367,2.534,36.179,45.986,8.45,11482180.0,454384314204.564,719.051
Belgium,2019,99.746,13.192,2.819,36.274,45.482,8.45,11539326.0,454384314204.564,753.528
Belgium,2020,83.749,10.902,2.819,35.47,32.58,8.45,11589616.0,454384314204.564,753.528
Benin,1991,0.733,0.187,0.074,0.022,0.66,3.02,5149496.0,9020546862.584,2.788
Benin,1992,0.788,0.187,0.074,0.022,0.714,3.08,5331805.0,9209668562.144,3.085
Benin,1993,0.958,0.187,0.078,0.022,0.879,3.11,5521761.0,9663858629.685,3.414
Benin,1994,1.098,0.187,0.065,0.022,1.033,3.29,5714215.0,9706565826.823,3.581
Benin,1995,1.117,0.187,0.081,0.022,1.037,3.14,5905552.0,10500461402.113,3.871
Benin,1996,1.151,0.187,0.066,0.022,1.085,3.74,6094272.0,10810468805.403,4.234
Benin,1997,1.195,0.187,0.077,0.022,1.118,3.75,6281644.0,11307899896.266,4.602
Benin,1998,1.114,0.187,0.157,0.022,1.114,4.49,6470275.0,11647427664.426,4.998
Benin,1999,1.462,0.187,0.157,0.022,1.462,4.22,6664102.0,12157431095.719,2.278
Benin,2000,1.473,0.187,0.157,0.022,1.473,4.25,6865946.0,12746225475.704,6.5
Benin,2001,1.689,0.187,0.157,0.022,1.689,3.64,7076728.0,13306903292.145,7.399
Benin,2002,2.11,0.187,0.157,0.022,1.953,4.11,7295400.0,13793055114.424,8.522
Benin,2003,2.394,0.187,0.166,0.022,2.228,3.98,7520556.0,14127733663.017,9.882
Benin,2004,2.594,0.187,0.212,0.022,2.382,3.95,7750003.0,14599811772.683,10.39
Benin,2005,2.49,0.187,0.222,0.022,2.268,4.54,7982223.0,14703566152.639,9.701
Benin,2006,3.351,0.187,0.226,0.022,3.125,4.34,8216893.0,15130030331.215,13.482
Benin,2007,3.931,0.187,0.212,0.022,3.719,4.6,8454790.0,15874980853.582,16.009
Benin,2008,3.919,0.187,0.182,0.022,3.737,4.49,8696915.0,16519715510.247,16.315
Benin,2009,4.225,0.187,0.223,0.022,4.001,4.72,8944713.0,16780074973.556,17.994
Benin,2010,4.679,0.187,0.242,0.022,4.437,4.85,9199254.0,17023196582.848,20.624
Benin,2011,4.48,0.187,0.233,0.022,4.247,5.05,9460829.0,17416239084.0,19.134
Benin,2012,4.403,0.187,0.237,0.022,4.166,5.16,9729254.0,18305935000.0,18.028
Benin,2013,4.566,0.187,0.213,0.022,4.331,5.28,10004594.0,19651417919.0,18.414
Benin,2014,4.796,0.187,0.216,0.055,4.338,5.31,10286839.0,21043177360.0,19.677
Benin,2015,5.326,0.11,0.214,0.059,4.943,5.47,10575962.0,22279707885.0,21.99
Benin,2016,6.6,0.319,0.21,0.004,6.068,5.78,10872072.0,23337749760.0,23.142
Benin,2017,6.938,0.337,0.211,0.073,6.316,5.78,11175192.0,24870050842.259,23.142
Benin,2018,7.255,0.337,0.212,0.037,7.006,5.78,11485035.0,26682033534.915,23.142
Benin,2019,7.315,0.337,0.212,0.038,7.064,5.78,11801151.0,26682033534.915,23.142
Benin,2020,6.703,0.337,0.212,0.04,6.451,5.78,12123198.0,26682033534.915,23.142
Bolivia,1991,5.972,0.004,0.268,1.506,3.283,20.13,7011456.0,24301005930.871,26.329
Bolivia,1992,6.621,0.004,0.271,1.821,3.408,20.79,7160917.0,24762218326.752,28.485
Bolivia,1993,7.792,0.004,0.295,1.88,3.697,21.43,7312857.0,25891374521.719,28.117
Bolivia,1994,8.594,0.004,0.346,2.207,4.175,22.12,7466792.0,27164993855.804,31.433
Bolivia,1995,9.8,0.004,0.402,2.451,5.023,22.28,7622334.0,28507105871.011,36.075
Bolivia,1996,10.086,0.004,0.42,3.1,5.474,20.05,7779268.0,29832024117.654,35.305
Bolivia,1997,11.256,0.004,0.466,3.741,5.789,20.61,7937453.0,31392651991.647,39.657
Bolivia,1998,11.246,0.004,0.525,3.199,6.595,20.95,8096761.0,33052112539.714,36.784
Bolivia,1999,10.722,0.004,0.539,3.448,6.035,25.35,8257066.0,33277727053.628,41.291
Bolivia,2000,8.641,0.004,0.481,2.711,4.946,18.63,8418270.0,34202659681.0,43.332
Bolivia,2001,8.292,0.004,0.437,2.433,5.078,18.51,8580244.0,34862902642.182,36.943
Bolivia,2002,8.384,0.004,0.444,2.557,4.932,24.18,8742822.0,35825100908.191,40.424
Bolivia,2003,9.985,0.004,0.495,3.037,6.057,20.88,8905820.0,36884888571.34,54.502
Bolivia,2004,10.185,0.004,0.549,3.147,6.097,33.84,9069044.0,38524472827.347,56.587
Bolivia,2005,11.176,0.004,0.613,3.701,6.614,30.06,9232301.0,40332390742.629,55.464
Bolivia,2006,11.548,0.004,0.691,4.204,6.484,25.44,9395449.0,42381266598.362,61.102
Bolivia,2007,12.663,0.004,0.722,4.617,7.178,31.48,9558438.0,44428662957.702,65.676
Bolivia,2008,13.554,0.004,0.803,5.037,7.542,25.88,9721457.0,47276899588.601,67.431
Bolivia,2009,14.229,0.004,0.911,5.511,7.669,23.59,9884790.0,48987064671.722,66.521
Bolivia,2010,15.426,0.004,0.953,6.145,8.156,48.71,10048597.0,51147225033.52,67.612
Bolivia,2011,16.992,0.004,1.043,6.762,8.953,31.12,10212951.0,53942699073.0,67.273
Bolivia,2012,17.779,0.004,1.06,7.035,9.548,26.73,10377677.0,56708206533.0,83.281
Bolivia,2013,19.094,0.004,1.199,7.346,10.354,25.85,10542375.0,60559035817.0,84.723
Bolivia,2014,20.717,0.015,1.316,8.193,11.058,25.73,10706517.0,63863336402.0,85.651
Bolivia,2015,21.278,0.015,1.367,8.233,11.527,27.71,10869732.0,66965468400.0,83.531
Bolivia,2016,22.795,0.015,1.42,9.15,12.038,33.03,11031822.0,69712119395.0,90.937
Bolivia,2017,23.562,0.026,1.424,9.222,12.754,33.03,11192853.0,72636542832.933,90.937
Bolivia,2018,23.856,0.022,1.439,9.349,12.892,33.03,11353140.0,75704710886.739,90.937
Bolivia,2019,23.848,0.015,1.439,9.316,12.924,33.03,11513102.0,75704710886.739,90.937
Bolivia,2020,20.7,0.015,1.439,7.69,11.402,33.03,11673029.0,75704710886.739,90.937
Bosnia and Herzegovina,1991,13.633,10.053,0.061,0.746,2.813,4.99,4369320.0,22759439395.714,43.651
Bosnia and Herzegovina,1992,15.029,12.586,0.061,0.788,1.594,3.28,4233673.0,16213873349.149,43.651
Bosnia and Herzegovina,1993,12.581,10.908,0.061,0.267,1.345,2.48,4078940.0,11076996909.333,31.17
Bosnia and Herzegovina,1994,3.205,1.175,0.098,0.322,1.61,2.48,3936527.0,11242947930.079,33.044
Bosnia and Herzegovina,1995,3.402,1.376,0.09,0.282,1.654,2.27,3829049.0,11770818064.958,55.424
Bosnia and Herzegovina,1996,4.24,1.999,0.059,0.473,1.709,2.54,3764419.0,17934745851.512,35.78
Bosnia and Herzegovina,1997,8.366,6.243,0.078,0.282,1.762,2.97,3736070.0,21766901660.186,53.03
Bosnia and Herzegovina,1998,10.551,7.958,0.116,0.322,2.154,3.31,3734338.0,24470433627.737,62.623
Bosnia and Herzegovina,1999,10.333,7.757,0.114,0.33,2.132,3.48,3743353.0,26775072364.619,64.387
Bosnia and Herzegovina,2000,13.702,9.707,0.237,0.458,3.3,3.69,3751176.0,27629668868.081,68.545
Bosnia and Herzegovina,2001,13.263,9.454,0.263,0.3,3.245,3.59,3755514.0,27937524522.738,68.069
Bosnia and Herzegovina,2002,14.173,10.453,0.337,0.282,3.1,2.96,3759389.0,28997446921.759,68.891
Bosnia and Herzegovina,2003,14.358,10.812,0.325,0.37,2.851,3.31,3762179.0,29749018967.312,60.128
Bosnia and Herzegovina,2004,15.462,11.091,0.385,0.583,3.404,3.41,3764194.0,31229567893.013,63.263
Bosnia and Herzegovina,2005,16.046,11.849,0.368,0.692,3.136,3.46,3765332.0,32159544489.343,58.803
Bosnia and Herzegovina,2006,17.387,12.895,0.448,0.729,3.315,3.66,3765422.0,33580219186.831,61.086
Bosnia and Herzegovina,2007,17.474,12.688,0.473,0.769,3.543,3.87,3762791.0,35158284837.491,57.484
Bosnia and Herzegovina,2008,19.959,14.575,0.521,0.762,4.1,3.94,3754261.0,36676654893.826,65.793
Bosnia and Herzegovina,2009,20.537,15.319,0.385,0.436,4.397,4.01,3735945.0,35937405388.555,77.948
Bosnia and Herzegovina,2010,21.146,15.87,0.36,0.458,4.458,3.79,3705478.0,35774981678.858,85.024
Bosnia and Herzegovina,2011,23.761,18.485,0.337,0.52,4.419,3.95,3661173.0,35666185703.109,81.815
Bosnia and Herzegovina,2012,22.134,17.233,0.315,0.48,4.107,3.86,3604972.0,35288069276.703,74.518
Bosnia and Herzegovina,2013,21.801,17.085,0.337,0.374,4.005,3.78,3542598.0,36129705248.658,80.961
Bosnia and Herzegovina,2014,19.312,14.55,0.321,0.348,4.093,3.48,3482106.0,36520341717.729,79.855
Bosnia and Herzegovina,2015,18.46,13.491,0.309,0.407,4.254,3.5,3429362.0,37642617545.22,78.868
Bosnia and Herzegovina,2016,21.734,16.154,0.322,0.421,4.837,3.47,3386263.0,38586312540.292,82.61
Bosnia and Herzegovina,2017,21.819,16.459,0.348,0.458,4.554,3.47,3351534.0,39806904813.212,82.61
Bosnia and Herzegovina,2018,22.075,16.601,0.381,0.454,4.639,3.47,3323929.0,41286323312.541,82.61
Bosnia and Herzegovina,2019,24.847,19.293,0.381,0.467,4.706,3.47,3300998.0,41286323312.541,82.61
Bosnia and Herzegovina,2020,21.418,16.201,0.381,0.463,4.373,3.47,3280815.0,41286323312.541,82.61
Botswana,1991,2.634,1.718,0.096,0.004,0.916,15.22,1326321.0,7315023680.481,9.284
Botswana,1992,2.777,1.943,0.096,0.004,0.834,15.04,1363541.0,7702511359.959,11.3
Botswana,1993,3.195,1.924,0.096,0.004,1.271,14.88,1399110.0,8026913010.738,10.886
Botswana,1994,3.03,1.953,0.096,0.004,1.077,15.16,1434061.0,8505258507.913,10.689
Botswana,1995,3.045,1.975,0.096,0.004,1.07,15.66,1469173.0,9306935452.113,10.791
Botswana,1996,2.755,1.587,0.096,0.004,1.169,19.09,1504724.0,10069415703.976,9.856
Botswana,1997,2.799,1.7,0.096,0.004,1.099,21.42,1540424.0,11122744808.064,10.126
Botswana,1998,3.342,2.023,0.096,0.004,1.319,23.26,1575827.0,11452638592.778,10.971
Botswana,1999,3.158,1.594,0.096,0.004,1.565,19.68,1610260.0,12841606643.43,10.173
Botswana,2000,3.778,2.052,0.096,0.004,1.726,16.75,1643333.0,13390984155.968,13.388
Botswana,2001,3.847,2.004,0.096,0.004,1.843,14.87,1674674.0,13725141662.032,13.926
Botswana,2002,3.975,2.088,0.096,0.004,1.887,36.04,1704637.0,14885487322.375,14.382
Botswana,2003,3.825,1.803,0.096,0.004,2.023,20.43,1734387.0,15922276231.672,14.466
Botswana,2004,3.895,1.982,0.096,0.004,1.913,6.97,1765533.0,16721032060.519,14.439
Botswana,2005,4.093,2.14,0.096,0.004,1.953,18.54,1799077.0,17874605666.243,15.486
Botswana,2006,4.133,2.09,0.096,0.004,2.043,10.4,1835911.0,19803982969.628,15.9
Botswana,2007,4.228,1.935,0.096,0.004,2.294,19.47,1875458.0,21924130162.398,16.065
Botswana,2008,4.503,1.953,0.096,0.004,2.55,13.52,1915636.0,23814437920.129,16.616
Botswana,2009,3.855,1.577,0.096,0.004,2.182,6.73,1953495.0,22485499216.202,15.432
Botswana,2010,4.537,1.991,0.1,0.004,2.446,12.91,1987106.0,24958827745.333,13.781
Botswana,2011,4.029,1.43,0.006,0.004,2.593,15.89,2015406.0,27061132749.376,13.783
Botswana,2012,5.077,2.327,0.006,0.004,2.744,8.64,2039551.0,28266780632.967,13.334
Botswana,2013,5.663,2.774,0.006,0.004,2.884,15.5,2062551.0,31054363063.56,16.402
Botswana,2014,6.85,3.844,0.006,0.004,3.001,7.27,2088619.0,32048894577.588,17.686
Botswana,2015,5.425,2.898,0.006,0.004,2.517,29.34,2120716.0,31968199812.465,21.166
Botswana,2016,6.334,3.572,0.006,0.004,2.755,15.2,2159925.0,33339519885.384,21.059
Botswana,2017,7.059,4.254,0.006,0.004,2.799,15.2,2205076.0,34307699502.984,21.059
Botswana,2018,7.561,4.624,0.006,0.004,2.931,15.2,2254067.0,35844341352.215,21.059
Botswana,2019,6.925,3.98,0.006,0.004,2.938,15.2,2303703.0,35844341352.215,21.059
Botswana,2020,6.519,3.738,0.006,0.004,2.775,15.2,2351625.0,35844341352.215,21.059
Brazil,1991,229.394,42.466,11.776,7.336,156.7,316.91,151648007.0,1212665822378.33,1546.031
Brazil,1992,233.601,41.203,9.77,7.983,163.252,321.3,154259382.0,1220990202831.74,1618.266
Brazil,1993,244.306,42.343,10.164,8.73,171.252,322.2,156849086.0,1296907406466.08,1690.6
Brazil,1994,254.002,43.667,10.086,8.985,179.162,327.9,159432717.0,1389944709173.17,1776.66
Brazil,1995,268.678,45.582,11.528,9.603,190.347,328.28,162019889.0,1466460120646.0,1865.467
Brazil,1996,289.311,46.468,13.884,10.608,206.281,313.6,164614682.0,1517464202560.33,1969.716
Brazil,1997,306.949,47.044,15.267,11.863,219.833,322.03,167209046.0,1588456531724.73,2082.242
Brazil,1998,317.359,45.591,16.175,12.411,229.578,337.66,169785253.0,1613655516885.1,2158.258
Brazil,1999,327.256,46.805,16.439,14.069,235.468,337.74,172318674.0,1641348435980.79,2196.879
Brazil,2000,340.183,50.46,16.047,18.442,239.488,327.68,174790339.0,1734491269177.67,2233.894
Brazil,2001,346.166,49.427,15.227,23.186,241.795,352.69,177196051.0,1780379352398.39,2190.055
Brazil,2002,347.765,48.689,14.39,29.293,239.219,384.55,179537523.0,1857599313954.0,2241.726
Brazil,2003,344.645,51.933,13.096,30.919,232.434,399.46,181809244.0,1902060940834.46,2281.381
Brazil,2004,361.434,53.833,13.273,38.215,239.768,418.17,184006479.0,2036566862830.33,2392.88
Brazil,2005,364.371,50.948,14.349,39.619,240.221,424.17,186127108.0,2127880873244.6,2460.559
Brazil,2006,368.871,50.838,15.44,42.053,242.249,405.11,188167353.0,2239747965006.76,2521.989
Brazil,2007,390.573,54.989,17.2,43.246,256.003,420.53,190130445.0,2405103626412.43,2676.282
Brazil,2008,412.638,55.315,18.884,51.303,267.239,400.96,192030362.0,2559007092658.96,2794.34
Brazil,2009,389.775,43.586,19.031,40.959,262.705,404.17,193886505.0,2587477649695.91,2771.813
Brazil,2010,440.269,56.688,21.288,55.049,286.08,440.19,195713637.0,2816706146073.42,3050.355
Brazil,2011,462.58,62.292,22.845,53.101,303.885,419.85,197514541.0,2965069861485.9,3189.643
Brazil,2012,498.309,61.016,24.998,63.397,327.734,428.06,199287292.0,3022025708241.0,3246.742
Brazil,2013,532.418,65.604,26.652,74.704,342.338,416.98,201035904.0,3112905996042.6,3369.581
Brazil,2014,557.901,69.034,26.908,81.286,356.753,427.48,202763744.0,3128572443040.2,3444.854
Brazil,2015,529.353,69.452,25.082,80.465,330.359,446.83,204471759.0,3270706238309.6,3398.175
Brazil,2016,492.748,63.831,22.415,69.666,312.939,445.11,206163056.0,2889037264385.4,3310.703
Brazil,2017,500.758,67.322,21.031,70.688,317.82,445.11,207833825.0,2926999211353.61,3351.031
Brazil,2018,483.685,65.828,20.64,67.417,305.903,445.11,209469320.0,2965401452084.71,3370.645
Brazil,2019,485.793,62.069,21.03,67.121,311.676,445.11,211049519.0,2965401452084.71,3445.401
Brazil,2020,467.384,55.446,22.198,60.331,305.512,445.11,212559409.0,2965401452084.71,3445.401
Bulgaria,1991,61.517,31.782,1.265,10.142,17.438,15.39,8767000.0,73266155532.811,262.113
Bulgaria,1992,57.365,31.441,1.097,8.872,15.167,14.85,8676379.0,68357817979.079,246.017
Bulgaria,1993,58.426,33.047,1.154,8.147,15.301,13.56,8576042.0,68791801867.014,261.494
Bulgaria,1994,56.404,31.38,1.441,8.114,14.658,11.76,8474822.0,70739020101.824,251.643
Bulgaria,1995,57.95,31.313,1.993,9.974,13.764,12.05,8379305.0,73463007371.326,270.124
Bulgaria,1996,58.501,31.471,1.961,10.197,13.983,12.09,8291969.0,67407643747.737,270.032
Bulgaria,1997,55.856,34.016,1.573,8.228,11.349,11.55,8211804.0,67221579067.562,255.027
Bulgaria,1998,53.175,32.12,1.118,7.15,12.227,11.07,8137669.0,70098746035.706,245.042
Bulgaria,1999,46.38,26.603,1.106,6.154,12.047,10.66,8067005.0,66353733669.134,214.461
Bulgaria,2000,45.466,26.382,1.212,6.671,10.66,10.61,7997951.0,70102822397.569,215.73
Bulgaria,2001,48.982,30.067,1.228,6.181,10.955,10.11,7930700.0,72164992759.457,224.879
Bulgaria,2002,46.156,27.825,1.215,5.55,10.94,9.44,7866242.0,75728079577.17,218.52
Bulgaria,2003,50.533,31.196,1.273,5.796,11.666,9.84,7804306.0,79961357245.874,225.048
Bulgaria,2004,49.585,29.946,1.444,5.812,11.719,9.33,7744630.0,85445481183.802,218.059
Bulgaria,2005,50.656,29.491,1.618,6.568,12.277,8.9,7686964.0,91870123465.719,235.681
Bulgaria,2006,51.894,29.995,1.55,6.727,12.713,8.53,7631020.0,98526783185.55,241.401
Bulgaria,2007,55.74,33.368,1.979,6.889,12.518,8.64,7576675.0,106110868046.387,233.842
Bulgaria,2008,54.079,32.492,1.9,6.718,11.902,8.32,7524084.0,112832528874.764,230.065
Bulgaria,2009,45.815,27.279,0.983,5.052,11.41,7.95,7473509.0,109081828571.333,201.899
Bulgaria,2010,47.861,29.299,0.807,5.372,11.004,7.81,7425011.0,110804587428.514,209.956
Bulgaria,2011,53.176,34.486,0.787,6.149,10.194,8.08,7378652.0,113286381369.704,223.349
Bulgaria,2012,48.341,29.417,0.981,5.759,10.725,7.79,7334007.0,113317798115.76,212.245
Bulgaria,2013,42.68,25.002,0.892,5.609,9.717,7.51,7290092.0,114286279023.9,196.262
Bulgaria,2014,45.217,26.583,0.911,5.589,10.655,7.48,7245648.0,115783071016.587,208.86
Bulgaria,2015,48.276,27.68,1.105,5.932,11.678,7.39,7199739.0,119894269880.931,222.28
Bulgaria,2016,45.502,24.156,1.194,5.939,12.086,7.1,7151948.0,123884563422.924,210.449
Bulgaria,2017,47.582,25.794,1.239,6.038,12.351,7.1,7102452.0,128228641399.468,215.089
Bulgaria,2018,43.638,22.089,1.224,5.781,12.577,7.1,7051610.0,132183449574.073,214.599
Bulgaria,2019,42.223,20.767,1.127,5.239,13.064,7.1,7000117.0,132183449574.073,207.545
Bulgaria,2020,37.444,16.762,1.127,5.405,12.125,7.1,6948445.0,132183449574.073,207.545
Cameroon,1991,2.668,0.004,0.214,0.685,2.451,11.56,12137912.0,22472520087.464,22.465
Cameroon,1992,2.712,0.004,0.254,0.685,2.455,11.63,12499499.0,22168713085.683,22.642
Cameroon,1993,2.866,0.004,0.253,0.685,2.609,11.68,12864091.0,21846621311.924,20.004
Cameroon,1994,2.841,0.004,0.195,0.685,2.642,11.75,13230978.0,21686027768.617,21.374
Cameroon,1995,3.204,0.004,0.225,0.685,2.975,11.98,13599984.0,22791555536.072,21.891
Cameroon,1996,3.594,0.004,0.124,0.685,3.466,11.28,13970812.0,24336673404.502,21.755
Cameroon,1997,3.157,0.004,0.252,0.685,2.902,11.69,14344444.0,26071126671.987,22.952
Cameroon,1998,3.136,0.004,0.3,0.685,2.836,14.16,14723772.0,27818774215.032,22.964
Cameroon,1999,2.997,0.004,0.344,0.685,2.653,13.86,15112598.0,29453676488.573,22.441
